pair,interval_id,direction_id,source,target,source_gap_range,target_gap_range,source_gap_count,target_gap_count,dominant_material_issue,directional_implication,plausible_response,contrary_evidence_value,interpretation
Mark↔Luke,gap_172,mark_used_luke,Luke,Mark,,Mark 14:39; Mark 14:40; Mark 14:41; Mark 14:42,0,4,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_173,luke_used_mark,Mark,Luke,Mark 14:44; Mark 14:45; Mark 14:46,Luke 22:48; Luke 22:49,3,2,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_173,mark_used_luke,Luke,Mark,Luke 22:48; Luke 22:49,Mark 14:44; Mark 14:45; Mark 14:46,2,3,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_174,luke_used_mark,Mark,Luke,,Luke 22:51,0,1,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_174,mark_used_luke,Luke,Mark,Luke 22:51,,1,0,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,1,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_175,luke_used_mark,Mark,Luke,Mark 14:49; Mark 14:50; Mark 14:51; Mark 14:52; ...+19 more,Luke 22:53; Luke 22:54; Luke 22:55; Luke 22:56; ...+4 more,23,8,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,15,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_175,mark_used_luke,Luke,Mark,Luke 22:53; Luke 22:54; Luke 22:55; Luke 22:56; ...+4 more,Mark 14:49; Mark 14:50; Mark 14:51; Mark 14:52; ...+19 more,8,23,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,15,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_176,luke_used_mark,Mark,Luke,Mark 15:1,Luke 22:62; Luke 22:63; Luke 22:64; Luke 22:65; ...+8 more,1,12,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,11,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_176,mark_used_luke,Luke,Mark,Luke 22:62; Luke 22:63; Luke 22:64; Luke 22:65; ...+8 more,Mark 15:1,12,1,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,11,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_177,luke_used_mark,Mark,Luke,Mark 15:3; Mark 15:4; Mark 15:5; Mark 15:6; ...+14 more,Luke 23:4; Luke 23:5; Luke 23:6; Luke 23:7; ...+17 more,18,21,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_177,mark_used_luke,Luke,Mark,Luke 23:4; Luke 23:5; Luke 23:6; Luke 23:7; ...+17 more,Mark 15:3; Mark 15:4; Mark 15:5; Mark 15:6; ...+14 more,21,18,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,3,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_178,luke_used_mark,Mark,Luke,Mark 15:22; Mark 15:23; Mark 15:24; Mark 15:25,Luke 23:27; Luke 23:28; Luke 23:29; Luke 23:30; ...+7 more,4,11,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,7,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_178,mark_used_luke,Luke,Mark,Luke 23:27; Luke 23:28; Luke 23:29; Luke 23:30; ...+7 more,Mark 15:22; Mark 15:23; Mark 15:24; Mark 15:25,11,4,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,7,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_179,luke_used_mark,Mark,Luke,Mark 15:27; Mark 15:29,,2,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_179,mark_used_luke,Luke,Mark,,Mark 15:27; Mark 15:29,0,2,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_180,luke_used_mark,Mark,Luke,Mark 15:31; Mark 15:32,Luke 23:40; Luke 23:41; Luke 23:42; Luke 23:43,2,4,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_180,mark_used_luke,Luke,Mark,Luke 23:40; Luke 23:41; Luke 23:42; Luke 23:43,Mark 15:31; Mark 15:32,4,2,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_181,luke_used_mark,Mark,Luke,Mark 15:34; Mark 15:35; Mark 15:36; Mark 15:37,,4,0,target_omission_of_source,Luke must omit/compress Markan material here.,Lukan abbreviation/omission/reordering of Markan sequence.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_181,mark_used_luke,Luke,Mark,,Mark 15:34; Mark 15:35; Mark 15:36; Mark 15:37,0,4,target_addition,Mark adds material here beyond Luke.,Markan expansion or vividization.,4,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_182,luke_used_mark,Mark,Luke,Mark 15:39; Mark 15:40; Mark 15:41; Mark 15:42,Luke 23:46; Luke 23:47; Luke 23:48; Luke 23:49; ...+2 more,4,6,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_182,mark_used_luke,Luke,Mark,Luke 23:46; Luke 23:47; Luke 23:48; Luke 23:49; ...+2 more,Mark 15:39; Mark 15:40; Mark 15:41; Mark 15:42,6,4,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,2,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_183,luke_used_mark,Mark,Luke,Mark 15:44; Mark 15:45; Mark 15:46; Mark 15:47; ...+8 more,Luke 23:53; Luke 23:54; Luke 23:55; Luke 23:56; ...+37 more,12,57,target_addition,Luke must add/insert/reposition material here.,Lukan infancy/travel/teaching material or relocation from other sources.,45,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Mark↔Luke,gap_183,mark_used_luke,Luke,Mark,Luke 23:53; Luke 23:54; Luke 23:55; Luke 23:56; ...+37 more,Mark 15:44; Mark 15:45; Mark 15:46; Mark 15:47; ...+8 more,57,12,target_omission_of_source,Mark must omit/non-use Lukan material here.,Markan radical epitome/abbreviation of Luke.,45,Material present only/mostly in target in this interval is a target-addition burden under source-prior; material present only/mostly in source is an omission/addition burden under target-prior.
Matthew↔Luke,ml_gap_000,luke_used_matthew,Matthew,Luke,Matt 1:1–Matt 1:20,Luke 1:1–Luke 1:12,20,12,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,8,Matthew has 8 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_000,matthew_used_luke,Luke,Matthew,Luke 1:1–Luke 1:12,Matt 1:1–Matt 1:20,12,20,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,8,Matthew has 8 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_001,luke_used_matthew,Matthew,Luke,Matt 1:22–Matt 1:22,Luke 1:14–Luke 1:26,1,13,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,12,Luke has 12 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_001,matthew_used_luke,Luke,Matthew,Luke 1:14–Luke 1:26,Matt 1:22–Matt 1:22,13,1,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,12,Luke has 12 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_002,luke_used_matthew,Matthew,Luke,Matt 2:1–Matt 2:9,Luke 1:32–Luke 2:9,9,58,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,49,Luke has 49 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_002,matthew_used_luke,Luke,Matthew,Luke 1:32–Luke 2:9,Matt 2:1–Matt 2:9,58,9,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,49,Luke has 49 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_003,luke_used_matthew,Matthew,Luke,Matt 2:11–Matt 3:2,Luke 2:11–Luke 3:3,15,45,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,30,Luke has 30 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_003,matthew_used_luke,Luke,Matthew,Luke 2:11–Luke 3:3,Matt 2:11–Matt 3:2,45,15,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,30,Luke has 30 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_004,luke_used_matthew,Matthew,Luke,,Luke 3:23–Luke 3:38,0,16,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,16,Luke has 16 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_004,matthew_used_luke,Luke,Matthew,Luke 3:23–Luke 3:38,,16,0,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,16,Luke has 16 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_005,luke_used_matthew,Matthew,Luke,Matt 4:8–Matt 4:22,Luke 4:13–Luke 4:14,15,2,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,13,Matthew has 13 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_005,matthew_used_luke,Luke,Matthew,Luke 4:13–Luke 4:14,Matt 4:8–Matt 4:22,2,15,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,13,Matthew has 13 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_006,luke_used_matthew,Matthew,Luke,Matt 4:24–Matt 7:27,Luke 4:16–Luke 4:31,111,16,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,95,Matthew has 95 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_006,matthew_used_luke,Luke,Matthew,Luke 4:16–Luke 4:31,Matt 4:24–Matt 7:27,16,111,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,95,Matthew has 95 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_007,luke_used_matthew,Matthew,Luke,Matt 7:29–Matt 8:1,Luke 4:33–Luke 5:11,2,23,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,21,Luke has 21 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_007,matthew_used_luke,Luke,Matthew,Luke 4:33–Luke 5:11,Matt 7:29–Matt 8:1,23,2,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,21,Luke has 21 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_008,luke_used_matthew,Matthew,Luke,Matt 8:5–Matt 9:1,Luke 5:15–Luke 5:19,31,5,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,26,Matthew has 26 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_008,matthew_used_luke,Luke,Matthew,Luke 5:15–Luke 5:19,Matt 8:5–Matt 9:1,5,31,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,26,Matthew has 26 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_009,luke_used_matthew,Matthew,Luke,Matt 9:18–Matt 9:33,Luke 5:38–Luke 6:1,16,3,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,13,Matthew has 13 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_009,matthew_used_luke,Luke,Matthew,Luke 5:38–Luke 6:1,Matt 9:18–Matt 9:33,3,16,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,13,Matthew has 13 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_010,luke_used_matthew,Matthew,Luke,Matt 10:5–Matt 10:21,Luke 6:17–Luke 6:21,17,5,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,12,Matthew has 12 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_010,matthew_used_luke,Luke,Matthew,Luke 6:17–Luke 6:21,Matt 10:5–Matt 10:21,5,17,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,12,Matthew has 12 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_011,luke_used_matthew,Matthew,Luke,Matt 10:23–Matt 10:23,Luke 6:23–Luke 6:39,1,17,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,16,Luke has 16 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_011,matthew_used_luke,Luke,Matthew,Luke 6:23–Luke 6:39,Matt 10:23–Matt 10:23,17,1,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,16,Luke has 16 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_012,luke_used_matthew,Matthew,Luke,Matt 10:25–Matt 11:1,Luke 6:41–Luke 7:17,19,26,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,7,Luke has 7 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_012,matthew_used_luke,Luke,Matthew,Luke 6:41–Luke 7:17,Matt 10:25–Matt 11:1,26,19,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,7,Luke has 7 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_013,luke_used_matthew,Matthew,Luke,Matt 11:20–Matt 12:3,Luke 7:35–Luke 7:35,14,1,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,13,Matthew has 13 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_013,matthew_used_luke,Luke,Matthew,Luke 7:35–Luke 7:35,Matt 11:20–Matt 12:3,1,14,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,13,Matthew has 13 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_014,luke_used_matthew,Matthew,Luke,Matt 12:5–Matt 12:30,Luke 7:37–Luke 7:46,26,10,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,16,Matthew has 16 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_014,matthew_used_luke,Luke,Matthew,Luke 7:37–Luke 7:46,Matt 12:5–Matt 12:30,10,26,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,16,Matthew has 16 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_015,luke_used_matthew,Matthew,Luke,Matt 13:24–Matt 13:36,Luke 8:16–Luke 8:20,13,5,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,8,Matthew has 8 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_015,matthew_used_luke,Luke,Matthew,Luke 8:16–Luke 8:20,Matt 13:24–Matt 13:36,5,13,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,8,Matthew has 8 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_016,luke_used_matthew,Matthew,Luke,Matt 13:38–Matt 13:50,Luke 8:22–Luke 8:44,13,23,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,10,Luke has 10 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_016,matthew_used_luke,Luke,Matthew,Luke 8:22–Luke 8:44,Matt 13:38–Matt 13:50,23,13,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,10,Luke has 10 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_017,luke_used_matthew,Matthew,Luke,Matt 13:52–Matt 13:58,Luke 8:46–Luke 9:6,7,17,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,10,Luke has 10 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_017,matthew_used_luke,Luke,Matthew,Luke 8:46–Luke 9:6,Matt 13:52–Matt 13:58,17,7,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,10,Luke has 10 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_018,luke_used_matthew,Matthew,Luke,Matt 14:21–Matt 15:9,,25,0,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,25,Matthew has 25 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_018,matthew_used_luke,Luke,Matthew,,Matt 14:21–Matt 15:9,0,25,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,25,Matthew has 25 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_019,luke_used_matthew,Matthew,Luke,Matt 15:11–Matt 16:13,,42,0,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,42,Matthew has 42 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_019,matthew_used_luke,Luke,Matthew,,Matt 15:11–Matt 16:13,0,42,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,42,Matthew has 42 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_020,luke_used_matthew,Matthew,Luke,Matt 18:6–Matt 18:9,Luke 9:49–Luke 15:2,4,241,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,237,Luke has 237 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_020,matthew_used_luke,Luke,Matthew,Luke 9:49–Luke 15:2,Matt 18:6–Matt 18:9,241,4,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,237,Luke has 237 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_021,luke_used_matthew,Matthew,Luke,,Luke 15:8–Luke 17:1,0,57,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,57,Luke has 57 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_021,matthew_used_luke,Luke,Matthew,Luke 15:8–Luke 17:1,,57,0,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,57,Luke has 57 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_022,luke_used_matthew,Matthew,Luke,Matt 18:34–Matt 19:4,Luke 17:14–Luke 17:33,6,20,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,14,Luke has 14 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_022,matthew_used_luke,Luke,Matthew,Luke 17:14–Luke 17:33,Matt 18:34–Matt 19:4,20,6,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,14,Luke has 14 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_023,luke_used_matthew,Matthew,Luke,Matt 19:7–Matt 19:12,Luke 17:37–Luke 18:14,6,15,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,9,Luke has 9 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_023,matthew_used_luke,Luke,Matthew,Luke 17:37–Luke 18:14,Matt 19:7–Matt 19:12,15,6,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,9,Luke has 9 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_024,luke_used_matthew,Matthew,Luke,Matt 19:30–Matt 20:17,Luke 18:30–Luke 18:30,18,1,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,17,Matthew has 17 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_024,matthew_used_luke,Luke,Matthew,Luke 18:30–Luke 18:30,Matt 19:30–Matt 20:17,1,18,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,17,Matthew has 17 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_025,luke_used_matthew,Matthew,Luke,,Luke 19:1–Luke 19:28,0,28,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,28,Luke has 28 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_025,matthew_used_luke,Luke,Matthew,Luke 19:1–Luke 19:28,,28,0,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,28,Luke has 28 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_026,luke_used_matthew,Matthew,Luke,Matt 21:46–Matt 22:15,Luke 20:20–Luke 20:20,16,1,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,15,Matthew has 15 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_026,matthew_used_luke,Luke,Matthew,Luke 20:20–Luke 20:20,Matt 21:46–Matt 22:15,1,16,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,15,Matthew has 15 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_027,luke_used_matthew,Matthew,Luke,Matt 23:20–Matt 24:1,Luke 21:2–Luke 21:5,21,4,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,17,Matthew has 17 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_027,matthew_used_luke,Luke,Matthew,Luke 21:2–Luke 21:5,Matt 23:20–Matt 24:1,4,21,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,17,Matthew has 17 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_028,luke_used_matthew,Matthew,Luke,Matt 24:36–Matt 26:2,Luke 21:34–Luke 22:1,64,6,target_omission_of_source,Luke must omit/compress Matthean material here.,Lukan abbreviation/de-Mattheanization.,58,Matthew has 58 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_028,matthew_used_luke,Luke,Matthew,Luke 21:34–Luke 22:1,Matt 24:36–Matt 26:2,6,64,target_addition,Matthew must add/insert/reposition material here.,Matthean discourse clustering/fulfillment insertion or alternate source.,58,Matthew has 58 more gap verses than Luke at this boundary.
Matthew↔Luke,ml_gap_029,luke_used_matthew,Matthew,Luke,,Luke 22:19–Luke 22:38,0,20,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,20,Luke has 20 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_029,matthew_used_luke,Luke,Matthew,Luke 22:19–Luke 22:38,,20,0,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,20,Luke has 20 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_030,luke_used_matthew,Matthew,Luke,Matt 28:9–Matt 28:15,Luke 24:13–Luke 24:27,7,15,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,8,Luke has 8 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_030,matthew_used_luke,Luke,Matthew,Luke 24:13–Luke 24:27,Matt 28:9–Matt 28:15,15,7,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,8,Luke has 8 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_031,luke_used_matthew,Matthew,Luke,Matt 28:17–Matt 28:18,Luke 24:29–Luke 24:46,2,18,target_addition,Luke must add/insert/reposition material here.,Lukan redistribution/travel narrative insertion or alternate source.,16,Luke has 16 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_031,matthew_used_luke,Luke,Matthew,Luke 24:29–Luke 24:46,Matt 28:17–Matt 28:18,18,2,target_omission_of_source,Matthew must omit/compress Lukan material here.,Matthean abbreviation or relocation.,16,Luke has 16 more gap verses than Matthew at this boundary.
Matthew↔Luke,ml_gap_032,luke_used_matthew,Matthew,Luke,,,0,0,balanced_gap,Similar gap size.,Lukan abbreviation/de-Mattheanization.,0,"Tail gap difference: Matthew 0, Luke 0."
Matthew↔Luke,ml_gap_032,matthew_used_luke,Luke,Matthew,,,0,0,balanced_gap,Similar gap size.,Matthean abbreviation or relocation.,0,"Tail gap difference: Matthew 0, Luke 0."
