layer	pair_id	matt_ref	luke_ref	score	lcs	tags	matt_text	luke_text	lemma_diff	surface_diff	matt_only_lemmas	luke_only_lemmas	shared_lemmas
secondary_echo	29	Matt 9:37	Luke 10:2	0.576059	0.714286	moderate_verbal_echo;nonlocal_reorder	τότε λέγει τοῖς μαθηταῖς αὐτοῦ· Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι·	ἔλεγεν ⸀δὲ πρὸς αὐτούς· Ὁ μὲν θερισμὸς πολύς, οἱ δὲ ἐργάται ὀλίγοι· δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ⸂ἐργάτας ἐκβάλῃ⸃ εἰς τὸν θερισμὸν αὐτοῦ.	−M[τότε]; ὁ μαθητής → δέ πρός; +L[δέω οὖν ὁ κύριος ὁ θερισμός ὅπως ἐργάτης ἐκβάλλω εἰς ὁ θερισμός αὐτός]	τότε λέγει τοῖς μαθηταῖς αὐτοῦ → ἔλεγεν δὲ πρὸς αὐτούς; +L[δεήθητε οὖν τοῦ κυρίου τοῦ θερισμοῦ ὅπως ἐργάτας ἐκβάλῃ εἰς τὸν θερισμὸν αὐτοῦ]	τότε μαθητής	θερισμός θερισμός ἐργάτης δέω κύριος ἐκβάλλω	θερισμός λέγω πολύς ἐργάτης ὀλίγος
secondary_echo	30	Matt 6:30	Luke 12:28	0.574883	0.750000	moderate_verbal_echo;nonlocal_reorder	εἰ δὲ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ἀμφιέννυσιν, οὐ πολλῷ μᾶλλον ὑμᾶς, ὀλιγόπιστοι;	εἰ δὲ ⸂ἐν ἀγρῷ τὸν χόρτον ὄντα σήμερον⸃ καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ⸀ἀμφιέζει, πόσῳ μᾶλλον ὑμᾶς, ὀλιγόπιστοι.	+L[ἐν ἀγρός]; ὁ ἀγρός → εἰμί; −M[εἰμί]; ἀμφιέννυμι οὐ πολύς → ἀμφιάζω πόσος	+L[ἐν ἀγρῷ]; τοῦ ἀγροῦ → ὄντα; −M[ὄντα]; ἀμφιέννυσιν οὐ πολλῷ → ἀμφιέζει πόσῳ	ἀμφιέννυμι πολύς	ἀμφιάζω	αὔριον βάλλω εἰμί θεός κλίβανος μᾶλλον οὕτω(ς) σήμερον χόρτος ἀγρός ὀλιγόπιστος
secondary_echo	31	Matt 10:27	Luke 12:3	0.572205	0.750000	moderate_verbal_echo;nonlocal_reorder	ὃ λέγω ὑμῖν ἐν τῇ σκοτίᾳ, εἴπατε ἐν τῷ φωτί· καὶ ὃ εἰς τὸ οὖς ἀκούετε, κηρύξατε ἐπὶ τῶν δωμάτων.	ἀνθ’ ὧν ὅσα ἐν τῇ σκοτίᾳ εἴπατε ἐν τῷ φωτὶ ἀκουσθήσεται, καὶ ὃ πρὸς τὸ οὖς ἐλαλήσατε ἐν τοῖς ταμείοις κηρυχθήσεται ἐπὶ τῶν δωμάτων.	+L[ἀντί]; λέγω σύ → ὅσος; +L[ἀκούω]; εἰς → πρός; ἀκούω → λαλέω ἐν ὁ ταμεῖον	ὃ λέγω ὑμῖν → ἀνθ’ ὧν ὅσα; φωτί → φωτὶ ἀκουσθήσεται; εἰς → πρὸς; ἀκούετε κηρύξατε → ἐλαλήσατε ἐν τοῖς ταμείοις κηρυχθήσεται	λέγω	λαλέω ταμεῖον	δῶμα κηρύσσω λέγω οὖς σκοτία φῶς ἀκούω
secondary_echo	32	Matt 6:25	Luke 12:22	0.571670	0.777778	moderate_verbal_echo;nonlocal_reorder	Διὰ τοῦτο λέγω ὑμῖν· μὴ μεριμνᾶτε τῇ ψυχῇ ὑμῶν τί ⸀φάγητε, μηδὲ τῷ σώματι ὑμῶν τί ἐνδύσησθε· οὐχὶ ἡ ψυχὴ πλεῖόν ἐστι τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος;	Εἶπεν δὲ πρὸς τοὺς μαθητὰς αὐτοῦ· Διὰ τοῦτο ⸂λέγω ὑμῖν⸃, μὴ μεριμνᾶτε τῇ ⸀ψυχῇ τί φάγητε, μηδὲ τῷ ⸀σώματι τί ἐνδύσησθε.	+L[λέγω δέ πρός ὁ μαθητής αὐτός]; −M[σύ]; −M[σύ]; −M[οὐχί ὁ ψυχή πολύς εἰμί ὁ τροφή καί ὁ σῶμα ὁ ἔνδυμα]	+L[Εἶπεν δὲ πρὸς τοὺς μαθητὰς αὐτοῦ]; −M[ὑμῶν]; −M[ὑμῶν]; −M[οὐχὶ ἡ ψυχὴ πλεῖόν ἐστι τῆς τροφῆς καὶ τὸ σῶμα τοῦ ἐνδύματος]	ψυχή σῶμα πολύς εἰμί τροφή ἔνδυμα	λέγω μαθητής	λέγω μή μεριμνάω σῶμα ψυχή ἐνδύω ἐσθίω
secondary_echo	33	Matt 10:26	Luke 12:2	0.570855	0.875000	moderate_verbal_echo;nonlocal_reorder	Μὴ οὖν φοβηθῆτε αὐτούς· οὐδὲν γάρ ἐστιν κεκαλυμμένον ὃ οὐκ ἀποκαλυφθήσεται, καὶ κρυπτὸν ὃ οὐ γνωσθήσεται.	οὐδὲν δὲ συγκεκαλυμμένον ἐστὶν ὃ οὐκ ἀποκαλυφθήσεται, καὶ κρυπτὸν ὃ οὐ γνωσθήσεται.	−M[μή οὖν φοβέομαι αὐτός]; γάρ → δέ συγκαλύπτω; −M[καλύπτω]	−M[Μὴ οὖν φοβηθῆτε αὐτούς]; γάρ ἐστιν κεκαλυμμένον → δὲ συγκεκαλυμμένον ἐστὶν	μή φοβέομαι καλύπτω	συγκαλύπτω	γινώσκω εἰμί κρυπτός οὐ οὐδείς ἀποκαλύπτω
secondary_echo	34	Matt 12:33	Luke 6:43	0.566255	0.461538	moderate_verbal_echo	Ἢ ποιήσατε τὸ δένδρον καλὸν καὶ τὸν καρπὸν αὐτοῦ καλόν, ἢ ποιήσατε τὸ δένδρον σαπρὸν καὶ τὸν καρπὸν αὐτοῦ σαπρόν· ἐκ γὰρ τοῦ καρποῦ τὸ δένδρον γινώσκεται.	Οὐ γάρ ἐστιν δένδρον καλὸν ποιοῦν καρπὸν σαπρόν, οὐδὲ ⸀πάλιν δένδρον σαπρὸν ποιοῦν καρπὸν καλόν.	ἤ ποιέω ὁ → οὐ γάρ εἰμί; καί ὁ → ποιέω; αὐτός καλός ἤ ποιέω ὁ → σαπρός οὐδέ πάλιν; καί ὁ → ποιέω; αὐτός σαπρός ἐκ γάρ ὁ καρπός ὁ δένδρον γινώσκω → καλός	Ἢ ποιήσατε τὸ → Οὐ γάρ ἐστιν; καὶ τὸν → ποιοῦν; αὐτοῦ καλόν ἢ ποιήσατε τὸ → σαπρόν οὐδὲ πάλιν; καὶ τὸν → ποιοῦν; αὐτοῦ σαπρόν ἐκ γὰρ τοῦ καρποῦ τὸ δένδρον γινώσκεται → καλόν	δένδρον καρπός γινώσκω	οὐ εἰμί πάλιν	δένδρον καλός καρπός ποιέω σαπρός
secondary_echo	35	Matt 15:14	Luke 6:39	0.546494	0.500000	weaker_candidate;nonlocal_reorder	ἄφετε αὐτούς· ⸂τυφλοί εἰσιν ὁδηγοὶ τυφλῶν⸃· τυφλὸς δὲ τυφλὸν ἐὰν ὁδηγῇ, ἀμφότεροι εἰς βόθυνον πεσοῦνται.	Εἶπεν δὲ ⸀καὶ παραβολὴν αὐτοῖς· Μήτι δύναται τυφλὸς τυφλὸν ὁδηγεῖν; οὐχὶ ἀμφότεροι εἰς βόθυνον ⸀ἐμπεσοῦνται;	ἀφίημι → λέγω δέ καί παραβολή; τυφλός εἰμί ὁδηγός → μήτι δύναμαι; −M[δέ τυφλός ἐάν]; +L[οὐχί]; πίπτω → ἐμπίπτω	ἄφετε αὐτούς τυφλοί εἰσιν ὁδηγοὶ τυφλῶν → Εἶπεν δὲ καὶ παραβολὴν αὐτοῖς Μήτι δύναται; −M[δὲ]; ἐὰν ὁδηγῇ → ὁδηγεῖν οὐχὶ; πεσοῦνται → ἐμπεσοῦνται	ἀφίημι τυφλός τυφλός εἰμί ὁδηγός πίπτω	λέγω καί παραβολή δύναμαι ἐμπίπτω	βόθυνος τυφλός ἀμφότεροι ὁδηγέω
secondary_echo	36	Matt 4:10	Luke 4:8	0.543860	0.777778	weaker_candidate	τότε λέγει αὐτῷ ὁ Ἰησοῦς· ⸀Ὕπαγε, Σατανᾶ· γέγραπται γάρ· Κύριον τὸν θεόν σου προσκυνήσεις καὶ αὐτῷ μόνῳ λατρεύσεις.	καὶ ἀποκριθεὶς ⸂ὁ Ἰησοῦς εἶπεν αὐτῷ⸃· Γέγραπται· ⸂Κύριον τὸν θεόν σου προσκυνήσεις⸃ καὶ αὐτῷ μόνῳ λατρεύσεις.	τότε → καί ἀποκρίνομαι ὁ Ἰησοῦς; −M[ὁ Ἰησοῦς ὑπάγω Σατανᾶς]; −M[γάρ]	τότε λέγει αὐτῷ → καὶ ἀποκριθεὶς; Ὕπαγε Σατανᾶ γέγραπται γάρ → εἶπεν αὐτῷ Γέγραπται	τότε ὑπάγω Σατανᾶς	ἀποκρίνομαι	γράφω θεός κύριος λέγω λατρεύω μόνος προσκυνέω Ἰησοῦς
secondary_echo	37	Matt 7:7	Luke 11:10	0.538197	0.833333	weaker_candidate;nonlocal_reorder	Αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν.	πᾶς γὰρ ὁ αἰτῶν λαμβάνει, καὶ ὁ ζητῶν εὑρίσκει, καὶ τῷ κρούοντι ἀνοιγήσεται.	+L[πᾶς γάρ ὁ]; +L[λαμβάνω]; δίδωμι σύ → ὁ; +L[εὑρίσκω]; εὑρίσκω → ὁ; −M[καί]; −M[σύ]	Αἰτεῖτε → πᾶς γὰρ ὁ αἰτῶν λαμβάνει; δοθήσεται ὑμῖν ζητεῖτε → ὁ ζητῶν εὑρίσκει; εὑρήσετε κρούετε καὶ → τῷ κρούοντι; −M[ὑμῖν]	δίδωμι	πᾶς λαμβάνω	αἰτέω εὑρίσκω ζητέω κρούω ἀνοίγω
secondary_echo	38	Matt 5:26	Luke 12:59	0.533294	0.750000	weaker_candidate;nonlocal_reorder	ἀμὴν λέγω σοι, οὐ μὴ ἐξέλθῃς ἐκεῖθεν ἕως ἂν ἀποδῷς τὸν ἔσχατον κοδράντην.	λέγω σοι, οὐ μὴ ἐξέλθῃς ἐκεῖθεν ἕως ⸂καὶ τὸ⸃ ἔσχατον λεπτὸν ἀποδῷς.	−M[ἀμήν]; ἄν ἀποδίδωμι → καί; κοδράντης → λεπτόν ἀποδίδωμι	−M[ἀμὴν]; ἂν → καὶ τὸ ἔσχατον λεπτὸν; −M[τὸν ἔσχατον κοδράντην]	κοδράντης	καί λεπτόν	λέγω μή οὐ ἀποδίδωμι ἐκεῖθεν ἐξέρχομαι ἔσχατος
secondary_echo	39	Matt 10:24	Luke 6:40	0.508187	0.666667	weaker_candidate	Οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν διδάσκαλον οὐδὲ δοῦλος ὑπὲρ τὸν κύριον αὐτοῦ.	οὐκ ἔστιν μαθητὴς ὑπὲρ τὸν ⸀διδάσκαλον, κατηρτισμένος δὲ πᾶς ἔσται ὡς ὁ διδάσκαλος αὐτοῦ.	οὐδέ δοῦλος ὑπέρ → καταρτίζω δέ πᾶς εἰμί ὡς; κύριος → διδάσκαλος	Οὐκ → οὐκ; οὐδὲ δοῦλος ὑπὲρ τὸν κύριον → κατηρτισμένος δὲ πᾶς ἔσται ὡς ὁ διδάσκαλος	δοῦλος κύριος	εἰμί διδάσκαλος καταρτίζω πᾶς	διδάσκαλος εἰμί μαθητής οὐ
secondary_echo	40	Matt 12:35	Luke 6:45	0.508002	0.666667	weaker_candidate	ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ ἐκβάλλει ἀγαθά, καὶ ὁ πονηρὸς ἄνθρωπος ἐκ τοῦ πονηροῦ θησαυροῦ ἐκβάλλει πονηρά.	ὁ ἀγαθὸς ἄνθρωπος ἐκ τοῦ ἀγαθοῦ θησαυροῦ τῆς καρδίας ⸀αὐτοῦ προφέρει τὸ ἀγαθόν, καὶ ὁ ⸀πονηρὸς ἐκ τοῦ ⸀πονηροῦ προφέρει τὸ πονηρόν· ἐκ γὰρ ⸀περισσεύματος καρδίας λαλεῖ τὸ στόμα αὐτοῦ.	ἐκβάλλω → ὁ καρδία αὐτός προφέρω ὁ; −M[ἄνθρωπος]; θησαυρός ἐκβάλλω → προφέρω ὁ; +L[ἐκ γάρ περίσσευμα καρδία λαλέω ὁ στόμα αὐτός]	ἐκβάλλει ἀγαθά → τῆς καρδίας αὐτοῦ προφέρει τὸ ἀγαθόν; −M[ἄνθρωπος]; θησαυροῦ ἐκβάλλει πονηρά → προφέρει τὸ πονηρόν ἐκ γὰρ περισσεύματος καρδίας λαλεῖ τὸ στόμα αὐτοῦ	ἄνθρωπος θησαυρός ἐκβάλλω ἐκβάλλω	καρδία καρδία προφέρω προφέρω περίσσευμα λαλέω στόμα	θησαυρός πονηρός ἀγαθός ἄνθρωπος
secondary_echo	41	Matt 7:3	Luke 6:42	0.502761	0.555556	weaker_candidate	τί δὲ βλέπεις τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου, τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς;	⸀πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου· Ἀδελφέ, ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου, αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων; ὑποκριτά, ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ, καὶ τότε διαβλέψεις ⸂τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ τοῦ ἀδελφοῦ σου ἐκβαλεῖν⸃.	τίς δέ → πῶς δύναμαι λέγω ὁ ἀδελφός σύ ἀδελφός ἀφίημι ἐκβάλλω ὁ κάρφος ὁ ἐν ὁ ὀφθαλμός σύ αὐτός ὁ ἐν ὁ ὀφθαλμός σύ δοκός οὐ; +L[ὑποκριτής ἐκβάλλω πρῶτος ὁ δοκός ἐκ ὁ ὀφθαλμός σύ καί τότε διαβλέπω]; ὁ δέ ἐν ὁ σός ὀφθαλμός δοκός οὐ κατανοέω → ἐκβάλλω	τί δὲ βλέπεις → πῶς δύνασαι λέγειν τῷ ἀδελφῷ σου Ἀδελφέ ἄφες ἐκβάλω τὸ κάρφος τὸ ἐν τῷ ὀφθαλμῷ σου αὐτὸς τὴν ἐν τῷ ὀφθαλμῷ σοῦ δοκὸν οὐ βλέπων ὑποκριτά ἔκβαλε πρῶτον τὴν δοκὸν ἐκ τοῦ ὀφθαλμοῦ σοῦ καὶ τότε διαβλέψεις; τὴν δὲ ἐν τῷ σῷ ὀφθαλμῷ δοκὸν οὐ κατανοεῖς → ἐκβαλεῖν	σός κατανοέω	πῶς δύναμαι λέγω ἀδελφός ἀδελφός ἀφίημι ἐκβάλλω ἐκβάλλω ἐκβάλλω κάρφος ὀφθαλμός ὀφθαλμός δοκός ὑποκριτής πρῶτος τότε διαβλέπω	βλέπω δοκός κάρφος οὐ ἀδελφός ὀφθαλμός
secondary_echo	42	Matt 1:21	Luke 1:31	0.499258	0.714286	weaker_candidate	τέξεται δὲ υἱὸν καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν, αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν.	καὶ ἰδοὺ συλλήμψῃ ἐν γαστρὶ καὶ τέξῃ υἱόν, καὶ καλέσεις τὸ ὄνομα αὐτοῦ Ἰησοῦν.	+L[καί ἰδού συλλαμβάνω ἐν γαστήρ καί]; −M[δέ]; −M[αὐτός γάρ σῴζω ὁ λαός αὐτός ἀπό ὁ ἁμαρτία αὐτός]	τέξεται δὲ υἱὸν → καὶ ἰδοὺ συλλήμψῃ ἐν γαστρὶ καὶ τέξῃ υἱόν; −M[αὐτὸς γὰρ σώσει τὸν λαὸν αὐτοῦ ἀπὸ τῶν ἁμαρτιῶν αὐτῶν]	σῴζω λαός ἁμαρτία	συλλαμβάνω γαστήρ	καλέω τίκτω υἱός Ἰησοῦς ὄνομα
secondary_echo	43	Matt 7:8	Luke 11:9	0.496599	0.714286	weaker_candidate;nonlocal_reorder	πᾶς γὰρ ὁ αἰτῶν λαμβάνει καὶ ὁ ζητῶν εὑρίσκει καὶ τῷ κρούοντι ⸀ἀνοιγήσεται.	Κἀγὼ ὑμῖν λέγω, αἰτεῖτε, καὶ δοθήσεται ὑμῖν· ζητεῖτε, καὶ εὑρήσετε· κρούετε, καὶ ἀνοιγήσεται ὑμῖν·	πᾶς γάρ ὁ → κἀγώ σύ λέγω; −M[λαμβάνω]; ὁ → δίδωμι σύ; +L[καί]; +L[κρούω]; −M[ὁ κρούω]; +L[σύ]	πᾶς γὰρ ὁ αἰτῶν λαμβάνει → Κἀγὼ ὑμῖν λέγω αἰτεῖτε; ὁ ζητῶν εὑρίσκει → δοθήσεται ὑμῖν ζητεῖτε; τῷ κρούοντι → εὑρήσετε κρούετε καὶ; +L[ὑμῖν]	πᾶς λαμβάνω	λέγω δίδωμι	αἰτέω εὑρίσκω ζητέω κρούω ἀνοίγω
secondary_echo	44	Matt 8:21	Luke 9:59	0.491311	0.777778	weaker_candidate;nonlocal_reorder	ἕτερος δὲ τῶν ⸀μαθητῶν εἶπεν αὐτῷ· Κύριε, ἐπίτρεψόν μοι πρῶτον ἀπελθεῖν καὶ θάψαι τὸν πατέρα μου.	εἶπεν δὲ πρὸς ἕτερον· Ἀκολούθει μοι. ὁ δὲ εἶπεν· ⸀Κύριε, ἐπίτρεψόν μοι ⸂ἀπελθόντι πρῶτον⸃ θάψαι τὸν πατέρα μου.	+L[λέγω δέ πρός]; +L[ἀκολουθέω ἐγώ ὁ]; −M[ὁ μαθητής]; −M[αὐτός]; +L[ἀπέρχομαι]; −M[ἀπέρχομαι καί]	ἕτερος → εἶπεν; τῶν μαθητῶν → πρὸς ἕτερον Ἀκολούθει μοι ὁ δὲ; −M[αὐτῷ]; +L[ἀπελθόντι]; −M[ἀπελθεῖν καὶ]	μαθητής	λέγω ἀκολουθέω	θάπτω κύριος λέγω πατήρ πρῶτος ἀπέρχομαι ἐπιτρέπω ἕτερος
secondary_echo	45	Matt 24:46	Luke 12:37	0.485748	0.714286	weaker_candidate;nonlocal_reorder	μακάριος ὁ δοῦλος ἐκεῖνος ὃν ἐλθὼν ὁ κύριος αὐτοῦ εὑρήσει ⸂οὕτως ποιοῦντα⸃·	μακάριοι οἱ δοῦλοι ἐκεῖνοι, οὓς ἐλθὼν ὁ κύριος εὑρήσει γρηγοροῦντας· ἀμὴν λέγω ὑμῖν ὅτι περιζώσεται καὶ ἀνακλινεῖ αὐτοὺς καὶ παρελθὼν διακονήσει αὐτοῖς.	+L[εὑρίσκω γρηγορέω ἀμήν λέγω σύ ὅτι περιζώννυμι καί ἀνακλίνω]; εὑρίσκω οὕτω(ς) ποιέω → καί παρέρχομαι διακονέω αὐτός	μακάριος ὁ δοῦλος ἐκεῖνος ὃν → μακάριοι οἱ δοῦλοι ἐκεῖνοι οὓς; −M[αὐτοῦ]; οὕτως ποιοῦντα → γρηγοροῦντας ἀμὴν λέγω ὑμῖν ὅτι περιζώσεται καὶ ἀνακλινεῖ αὐτοὺς καὶ παρελθὼν διακονήσει αὐτοῖς	οὕτω(ς) ποιέω	γρηγορέω λέγω περιζώννυμι ἀνακλίνω παρέρχομαι διακονέω	δοῦλος εὑρίσκω κύριος μακάριος ἔρχομαι
secondary_echo	46	Matt 9:33	Luke 11:14	0.480515	0.545455	weaker_candidate;nonlocal_reorder	καὶ ἐκβληθέντος τοῦ δαιμονίου ἐλάλησεν ὁ κωφός. καὶ ἐθαύμασαν οἱ ὄχλοι λέγοντες· Οὐδέποτε ἐφάνη οὕτως ἐν τῷ Ἰσραήλ.	Καὶ ἦν ἐκβάλλων ⸀δαιμόνιον κωφόν· ἐγένετο δὲ τοῦ δαιμονίου ἐξελθόντος ἐλάλησεν ὁ κωφός. καὶ ἐθαύμασαν οἱ ὄχλοι·	+L[εἰμί]; +L[δαιμόνιον κωφός γίνομαι δέ]; +L[ἐξέρχομαι]; −M[λέγω οὐδέποτε φαίνω οὕτω(ς) ἐν ὁ Ἰσραήλ]	καὶ ἐκβληθέντος → Καὶ ἦν ἐκβάλλων δαιμόνιον κωφόν ἐγένετο δὲ; +L[ἐξελθόντος]; −M[λέγοντες Οὐδέποτε ἐφάνη οὕτως ἐν τῷ Ἰσραήλ]	λέγω οὐδέποτε φαίνω οὕτω(ς) Ἰσραήλ	εἰμί δαιμόνιον κωφός γίνομαι ἐξέρχομαι	δαιμόνιον θαυμάζω κωφός λαλέω ἐκβάλλω ὄχλος
secondary_echo	47	Matt 12:32	Luke 12:10	0.465303	0.727273	weaker_candidate;nonlocal_reorder	καὶ ὃς ἐὰν εἴπῃ λόγον κατὰ τοῦ υἱοῦ τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ· ὃς δ’ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου, οὐκ ἀφεθήσεται αὐτῷ οὔτε ἐν ⸂τούτῳ τῷ⸃ αἰῶνι οὔτε ἐν τῷ μέλλοντι.	καὶ πᾶς ὃς ἐρεῖ λόγον εἰς τὸν υἱὸν τοῦ ἀνθρώπου, ἀφεθήσεται αὐτῷ τῷ δὲ εἰς τὸ ἅγιον πνεῦμα βλασφημήσαντι οὐκ ἀφεθήσεται.	+L[πᾶς]; −M[ἐάν]; κατά → εἰς; ὅς → ὁ; ἄν λέγω κατά ὁ πνεῦμα → εἰς; +L[πνεῦμα βλασφημέω]; −M[αὐτός οὔτε ἐν οὗτος ὁ αἰών οὔτε ἐν ὁ μέλλω]	+L[πᾶς]; ἐὰν εἴπῃ → ἐρεῖ; κατὰ τοῦ υἱοῦ → εἰς τὸν υἱὸν; ὃς δ’ ἂν εἴπῃ κατὰ τοῦ πνεύματος τοῦ ἁγίου → τῷ δὲ εἰς τὸ ἅγιον πνεῦμα βλασφημήσαντι; −M[αὐτῷ οὔτε ἐν τούτῳ τῷ αἰῶνι οὔτε ἐν τῷ μέλλοντι]	λέγω αἰών μέλλω	πᾶς βλασφημέω	λέγω λόγος οὐ πνεῦμα υἱός ἀφίημι ἄνθρωπος ἅγιος
secondary_echo	48	Matt 22:45	Luke 20:44	0.462497	0.833333	weaker_candidate	εἰ οὖν Δαυὶδ καλεῖ αὐτὸν κύριον, πῶς υἱὸς αὐτοῦ ἐστιν;	Δαυὶδ οὖν ⸂αὐτὸν κύριον⸃ καλεῖ, καὶ πῶς ⸂αὐτοῦ υἱός⸃ ἐστιν;	εἰ → Δαυίδ; −M[Δαυίδ καλέω]; +L[καλέω καί]; +L[αὐτός]; −M[αὐτός]	εἰ → Δαυὶδ; −M[Δαυὶδ καλεῖ]; +L[καλεῖ καὶ]; −M[υἱὸς]; +L[υἱός]			Δαυίδ εἰμί καλέω κύριος πῶς υἱός
secondary_echo	49	Matt 3:8	Luke 3:8	0.452852	1.000000	weaker_candidate	ποιήσατε οὖν καρπὸν ἄξιον τῆς μετανοίας	ποιήσατε οὖν καρποὺς ἀξίους τῆς μετανοίας· καὶ μὴ ἄρξησθε λέγειν ἐν ἑαυτοῖς· Πατέρα ἔχομεν τὸν Ἀβραάμ, λέγω γὰρ ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ.	+L[καί μή ἄρχω λέγω ἐν ἑαυτοῦ πατήρ ἔχω ὁ Ἀβραάμ λέγω γάρ σύ ὅτι δύναμαι ὁ θεός ἐκ ὁ λίθος οὗτος ἐγείρω τέκνον ὁ Ἀβραάμ]	καρπὸν ἄξιον → καρποὺς ἀξίους; +L[καὶ μὴ ἄρξησθε λέγειν ἐν ἑαυτοῖς Πατέρα ἔχομεν τὸν Ἀβραάμ λέγω γὰρ ὑμῖν ὅτι δύναται ὁ θεὸς ἐκ τῶν λίθων τούτων ἐγεῖραι τέκνα τῷ Ἀβραάμ]		μή ἄρχω λέγω λέγω πατήρ ἔχω Ἀβραάμ Ἀβραάμ δύναμαι θεός λίθος ἐγείρω τέκνον	καρπός μετάνοια ποιέω ἄξιος
secondary_echo	50	Matt 7:17	Luke 6:43	0.450375	0.500000	weaker_candidate	οὕτως πᾶν δένδρον ἀγαθὸν καρποὺς καλοὺς ποιεῖ, τὸ δὲ σαπρὸν δένδρον καρποὺς πονηροὺς ποιεῖ·	Οὐ γάρ ἐστιν δένδρον καλὸν ποιοῦν καρπὸν σαπρόν, οὐδὲ ⸀πάλιν δένδρον σαπρὸν ποιοῦν καρπὸν καλόν.	οὕτω(ς) πᾶς → οὐ γάρ εἰμί; ἀγαθός → καλός ποιέω καρπός σαπρός οὐδέ πάλιν δένδρον σαπρός ποιέω; −M[ποιέω ὁ δέ σαπρός δένδρον καρπός πονηρός ποιέω]	οὕτως πᾶν → Οὐ γάρ ἐστιν; ἀγαθὸν καρποὺς καλοὺς ποιεῖ τὸ δὲ → καλὸν ποιοῦν καρπὸν σαπρόν οὐδὲ πάλιν δένδρον; δένδρον καρποὺς πονηροὺς ποιεῖ → ποιοῦν καρπὸν καλόν	οὕτω(ς) πᾶς ἀγαθός πονηρός	οὐ εἰμί καλός σαπρός πάλιν	δένδρον καλός καρπός ποιέω σαπρός
secondary_echo	51	Matt 11:26	Luke 10:21	0.441698	1.000000	weaker_candidate	ναί, ὁ πατήρ, ὅτι οὕτως ⸂εὐδοκία ἐγένετο⸃ ἔμπροσθέν σου.	Ἐν αὐτῇ τῇ ὥρᾳ ἠγαλλιάσατο ⸀τῷ πνεύματι ⸂τῷ ἁγίῳ⸃ καὶ εἶπεν· Ἐξομολογοῦμαί σοι, πάτερ κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς, ὅτι ἀπέκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνετῶν, καὶ ἀπεκάλυψας αὐτὰ νηπίοις· ναί, ὁ πατήρ, ὅτι οὕτως ⸂εὐδοκία ἐγένετο⸃ ἔμπροσθέν σου.	+L[ἐν αὐτός ὁ ὥρα ἀγαλλιάω ὁ πνεῦμα ὁ ἅγιος καί λέγω ἐξομολογέω σύ πατήρ κύριος ὁ οὐρανός καί ὁ γῆ ὅτι ἀποκρύπτω οὗτος ἀπό σοφός καί συνετός καί ἀποκαλύπτω αὐτός νήπιος]	+L[Ἐν αὐτῇ τῇ ὥρᾳ ἠγαλλιάσατο τῷ πνεύματι τῷ ἁγίῳ καὶ εἶπεν Ἐξομολογοῦμαί σοι πάτερ κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς ὅτι ἀπέκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνετῶν καὶ ἀπεκάλυψας αὐτὰ νηπίοις]		ὥρα ἀγαλλιάω πνεῦμα ἅγιος λέγω ἐξομολογέω πατήρ κύριος οὐρανός γῆ ἀποκρύπτω σοφός συνετός ἀποκαλύπτω νήπιος	γίνομαι εὐδοκία οὕτω(ς) πατήρ
