variant_case_id,layer,pair_or_context,ref,related_ref,variant_marker_count,variant_note_count,status,potential_effect,conclusion_stability,variant_notes
Mark_Matthew_pair_0140,primary_pair_variant_note,Mark↔Matthew,Mark 8:17,Matt 16:8,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:17 γνοὺς WH NA28 ] + ὁ Ἰησοῦς Treg NIV RP | mark_variant_notes:• πεπωρωμένην WH Treg NA28 ] Ἔτι πεπωρωμένην RP | matt_variant_notes:8 εἶπεν WH Treg NA28 ] + αὐτοῖς RP | matt_variant_notes:• ἐλάβετε Treg RP ] ἔχετε WH NA28
Mark_Matthew_pair_0141,primary_pair_variant_note,Mark↔Matthew,Mark 8:19,Matt 16:9,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:19 κλασμάτων πλήρεις WH Treg NA28 ] πλήρεις κλασμάτων RP
Mark_Matthew_pair_0142,primary_pair_variant_note,Mark↔Matthew,Mark 8:20,Matt 16:10,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:20 καὶ NIV ] – WH NA28; δὲ Treg RP | mark_variant_notes:• καὶ λέγουσιν αὐτῷ WH NA28 ] οἱ δὲ εἶπον Treg RP
Mark_Matthew_pair_0143,primary_pair_variant_note,Mark↔Matthew,Mark 8:27,Matt 16:13,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:13 Τίνα WH Treg NA28 ] + με RP
Mark_Matthew_pair_0144,primary_pair_variant_note,Mark↔Matthew,Mark 8:28,Matt 16:14,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:28 εἶπαν αὐτῷ λέγοντες WH NA28 ] ἀπεκρίθησαν αὐτῷ λέγοντες Treg; ἀπεκρίθησαν RP | mark_variant_notes:• ὅτι WH NA28 ] – Treg RP | mark_variant_notes:• ὅτι εἷς WH Treg NA28 ] ἕνα RP
Mark_Matthew_pair_0145,primary_pair_variant_note,Mark↔Matthew,Mark 8:29,Matt 16:16,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:29 ἐπηρώτα αὐτούς WH Treg NA28 ] λέγει αὐτοῖς RP | mark_variant_notes:• ἀποκριθεὶς WH Treg NA28 ] + δὲ RP
Mark_Matthew_pair_0146,primary_pair_variant_note,Mark↔Matthew,Mark 8:30,Matt 16:20,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:20 διεστείλατο Treg RP NA28 ] ἐπετίμησεν WH NIV | matt_variant_notes:• μαθηταῖς WH Treg NA28 ] + αὐτοῦ RP | matt_variant_notes:• ἐστιν WH Treg NA28 ] + Ἰησοῦς RP
Mark_Matthew_pair_0147,primary_pair_variant_note,Mark↔Matthew,Mark 8:31,Matt 16:21,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:31 ὑπὸ WH Treg NA28 ] ἀπὸ RP | matt_variant_notes:21 ὁ Ἰησοῦς Treg NA28 RP ] Ἰησοῦς Χριστὸς WH | matt_variant_notes:• εἰς Ἱεροσόλυμα ἀπελθεῖν WH Treg NA28 ] ἀπελθεῖν εἰς Ἱεροσόλυμα RP
Mark_Matthew_pair_0148,primary_pair_variant_note,Mark↔Matthew,Mark 8:32,Matt 16:22,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:32 ὁ Πέτρος αὐτὸν WH Treg NA28 ] αὐτὸν ὁ Πέτρος RP
Mark_Matthew_pair_0149,primary_pair_variant_note,Mark↔Matthew,Mark 8:33,Matt 16:23,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:33 Πέτρῳ WH Treg NA28 ] τῷ Πέτρῳ RP | mark_variant_notes:• καὶ λέγει WH Treg NA28 ] λέγων RP | matt_variant_notes:23 εἶ ἐμοῦ WH Treg NA28 ] μου εἶ RP
Mark_Matthew_pair_0150,primary_pair_variant_note,Mark↔Matthew,Mark 8:34,Matt 16:24,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:34 Εἴ τις WH Treg NA28 ] Ὅστις RP | mark_variant_notes:• ἐλθεῖν WH ] ἀκολουθεῖν Treg NA28 RP
Mark_Matthew_pair_0151,primary_pair_variant_note,Mark↔Matthew,Mark 8:35,Matt 16:25,,6.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:35 ἐὰν WH Treg NA28 ] ἂν RP | mark_variant_notes:• ⸂ψυχὴν αὐτοῦ⸃ Treg NA28 RP ] ἑαυτοῦ ψυχὴν WH | mark_variant_notes:• ἀπολέσει WH Treg NA28 ] ἀπολέσῃ RP | mark_variant_notes:• ⸄ψυχὴν αὐτοῦ⸅ WH NA28 ] ἑαυτοῦ ψυχὴν Treg RP | mark_variant_notes:• σώσει WH Treg NA28 ] οὗτος σώσει RP | matt_variant_notes:25 ἐὰν WH Treg NA28 ] ἂν RP
Mark_Matthew_pair_0152,primary_pair_variant_note,Mark↔Matthew,Mark 8:36,Matt 16:26,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:36 ὠφελεῖ WH NA28 ] ὠφελήσει Treg RP | mark_variant_notes:• ἄνθρωπον WH NA28 RP ] τὸν ἄνθρωπον Treg | mark_variant_notes:• κερδῆσαι τὸν … καὶ ζημιωθῆναι WH NA28 ] ἐὰν κερδήσῃ τὸν … καὶ ζημιωθῇ Treg RP | matt_variant_notes:26 ὠφεληθήσεται WH Treg NA28 ] ὠφελεῖται RP
Mark_Matthew_pair_0154,primary_pair_variant_note,Mark↔Matthew,Mark 9:1,Matt 16:28,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:9:1 τῶν ὧδε RP ] ὧδε τῶν WH Treg NA28 | matt_variant_notes:28 ὅτι WH NA28 ] – Treg RP | matt_variant_notes:• τῶν ὧδε ἑστώτων WH Treg NA28 ] ὧδε ἑστῶτες RP
Mark_Matthew_pair_0155,primary_pair_variant_note,Mark↔Matthew,Mark 9:2,Matt 17:1,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:2 καὶ WH Treg RP ] + τὸν NA28
Mark_Matthew_pair_0156,primary_pair_variant_note,Mark↔Matthew,Mark 9:3,Matt 17:2,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:3 ἐγένετο WH NA28 ] ἐγένοντο Treg RP | mark_variant_notes:• λίαν WH Treg NA28 ] + ὡς χιών RP | mark_variant_notes:• οὕτως WH Treg NA28 ] – RP | matt_variant_notes:17:2 ἐγένετο WH Treg NA28 ] ἐγένοντο RP
Mark_Matthew_pair_0157,primary_pair_variant_note,Mark↔Matthew,Mark 9:4,Matt 17:3,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:3 ὤφθη WH Treg NA28 ] ὤφθησαν RP | matt_variant_notes:• συλλαλοῦντες μετʼ αὐτοῦ WH Treg NA28 ] μετʼ αὐτοῦ συλλαλοῦντες RP
Mark_Matthew_pair_0158,primary_pair_variant_note,Mark↔Matthew,Mark 9:5,Matt 17:4,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:5 τρεῖς σκηνάς WH Treg NA28 ] σκηνὰς τρεῖς RP | matt_variant_notes:4 ποιήσω WH NA28 ] ποιήσωμεν Treg RP | matt_variant_notes:• Ἠλίᾳ μίαν WH Treg NA28 ] μίαν Ἠλίᾳ RP
Mark_Matthew_pair_0159,primary_pair_variant_note,Mark↔Matthew,Mark 9:7,Matt 17:5,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:7 ἐγένετο WH NA28 ] ἦλθεν Treg RP | mark_variant_notes:• ἀκούετε αὐτοῦ WH Treg NA28 ] αὐτοῦ ἀκούετε RP | matt_variant_notes:5 ἀκούετε αὐτοῦ WH Treg NA28 ] αὐτοῦ ἀκούετε RP
Mark_Matthew_pair_0160,primary_pair_variant_note,Mark↔Matthew,Mark 9:8,Matt 17:8,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:8 ἀλλὰ τὸν Ἰησοῦν μόνον μεθʼ ἑαυτῶν Treg NA28 RP ] μεθʼ ἑαυτῶν εἰ μὴ τὸν Ἰησοῦν μόνον WH | matt_variant_notes:8 αὐτὸν WH NA28 ] τὸν Treg RP
Mark_Matthew_pair_0161,primary_pair_variant_note,Mark↔Matthew,Mark 9:9,Matt 17:9,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:9 Καὶ καταβαινόντων WH Treg NA28 ] Καταβαινόντων δὲ RP | mark_variant_notes:• ἐκ WH NA28 ] ἀπὸ Treg RP | mark_variant_notes:• ἃ εἶδον διηγήσωνται WH Treg NA28 ] διηγήσωνται ἃ εἶδον RP | matt_variant_notes:9 ἐγερθῇ WH Treg NA28 ] ἀναστῇ RP
Mark_Matthew_pair_0162,primary_pair_variant_note,Mark↔Matthew,Mark 9:11,Matt 17:10,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:10 μαθηταὶ WH Treg NA28 ] + αὐτοῦ RP
Mark_Matthew_pair_0163,primary_pair_variant_note,Mark↔Matthew,Mark 9:12,Matt 17:11,,6.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:12 ἔφη WH Treg NA28 ] ἀποκριθείς εἶπεν RP | mark_variant_notes:• ἀποκαθιστάνει WH Treg NA28 ] ἀποκαθιστᾷ RP | mark_variant_notes:• ἐξουδενηθῇ WH Treg NA28 ] ἐξουδενωθῇ RP | matt_variant_notes:11 δὲ WH Treg NA28 ] + Ἰησοῦς RP | matt_variant_notes:• εἶπεν WH Treg NA28 ] + αὐτοῖς RP | matt_variant_notes:• ἔρχεται WH Treg NA28 ] + πρῶτον RP
Mark_Matthew_pair_0164,primary_pair_variant_note,Mark↔Matthew,Mark 9:13,Matt 17:12,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:13 ἤθελον WH Treg NA28 ] ἠθέλησαν RP
Mark_Matthew_pair_0165,primary_pair_variant_note,Mark↔Matthew,Mark 9:14,Matt 17:14,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:14 ἐλθόντες πρὸς τοὺς μαθητὰς εἶδον WH Treg NA28 ] ἐλθὼν πρὸς τοὺς μαθητὰς εἶδεν RP | mark_variant_notes:• πρὸς αὐτούς WH Treg NA28 ] αὐτοῖς RP | matt_variant_notes:14 ἐλθόντων WH Treg NA28 ] + αὐτῶν RP
Mark_Matthew_pair_0166,primary_pair_variant_note,Mark↔Matthew,Mark 9:18,Matt 17:16,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:18 ἐὰν WH Treg NA28 ] ἂν RP | mark_variant_notes:• ὀδόντας WH Treg NA28 ] + αὐτοῦ RP
Mark_Matthew_pair_0167,primary_pair_variant_note,Mark↔Matthew,Mark 9:19,Matt 17:17,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:19 αὐτοῖς WH Treg NA28 ] αὐτῷ RP | matt_variant_notes:17 μεθʼ ὑμῶν ἔσομαι WH Treg NA28 ] ἔσομαι μεθʼ ὑμῶν RP
Mark_Matthew_pair_0168,primary_pair_variant_note,Mark↔Matthew,Mark 9:42,Matt 18:6,,5.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:42 ἂν WH Treg NA28 ] ἐὰν RP | mark_variant_notes:• τούτων WH Treg NA28 ] – RP | mark_variant_notes:• εἰς ἐμέ Treg NA28 RP ] – WH | mark_variant_notes:• μύλος ὀνικὸς WH Treg NA28 ] λίθος μυλικὸς RP | matt_variant_notes:6 εἰς RP ] περὶ WH Treg NA28
Mark_Matthew_pair_0169,primary_pair_variant_note,Mark↔Matthew,Mark 9:45,Matt 18:8,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:45 σε WH Treg NA28 ] σοι RP | mark_variant_notes:• γέενναν WH NA28 ] + εἰς τὸ πῦρ τὸ ἄσβεστον 46 ὅπου ὁ σκώληξ αὐτῶν οὐ τελευτᾷ καὶ τὸ πῦρ οὐ σβέννυται Treg RP | matt_variant_notes:8 αὐτὸν WH Treg NA28 ] αὐτὰ RP | matt_variant_notes:• κυλλὸν ἢ χωλόν WH NA28 ] χωλὸν ἢ κυλλόν Treg RP
Mark_Matthew_pair_0170,primary_pair_variant_note,Mark↔Matthew,Mark 9:47,Matt 18:9,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:47 σέ WH Treg NA28 ] σοι RP | mark_variant_notes:• τὴν Treg NA28 RP ] – WH | mark_variant_notes:• γέενναν WH Treg NA28 ] + τοῦ πυρός RP
Mark_Matthew_pair_0171,primary_pair_variant_note,Mark↔Matthew,Mark 10:6,Matt 19:4,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:6 αὐτούς WH Treg NA28 ] + ὁ θεός RP | matt_variant_notes:4 εἶπεν WH Treg NA28 ] + αὐτοῖς RP | matt_variant_notes:• κτίσας WH Treg NA28 ] ποιήσας RP
Mark_Matthew_pair_0172,primary_pair_variant_note,Mark↔Matthew,Mark 10:7,Matt 19:5,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:7 καὶ προσκολληθήσεται πρὸς τὴν γυναῖκα αὐτοῦ Treg NA28 RP ] – WH | matt_variant_notes:5 Ἕνεκα WH Treg NA28 ] Ἕνεκεν RP | matt_variant_notes:• κολληθήσεται WH Treg NA28 ] προσκολληθήσεται RP
Mark_Matthew_pair_0174,primary_pair_variant_note,Mark↔Matthew,Mark 10:11,Matt 19:9,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:11 ἂν WH Treg NA28 ] ἐὰν RP | matt_variant_notes:9 ὅτι WH NA28 RP ] – Treg | matt_variant_notes:• καὶ ὁ ἀπολελυμένην γαμήσας μοιχᾶται Treg RP ] – WH NA28
Mark_Matthew_pair_0175,primary_pair_variant_note,Mark↔Matthew,Mark 10:13,Matt 19:13,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:13 αὐτῶν ἅψηται WH NA28 ] ἅψηται αὐτῶν Treg RP | mark_variant_notes:• ἐπετίμησαν αὐτοῖς WH NA28 ] ἐπετίμων τοῖς προσφέρουσιν Treg RP | matt_variant_notes:13 προσηνέχθησαν WH Treg NA28 ] προσηνέχθη RP
Mark_Matthew_pair_0177,primary_pair_variant_note,Mark↔Matthew,Mark 10:16,Matt 19:15,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,"mark_variant_notes:16 κατευλόγει τιθεὶς … αὐτά WH NA28 ] κατηυλόγει τιθεὶς … αὐτά Treg; τιθεὶς … αὐτά, εὐλόγει αὐτά RP | matt_variant_notes:15 τὰς χεῖρας αὐτοῖς WH Treg NA28 ] αὐτοῖς τὰς χεῖρας RP"
Mark_Matthew_pair_0178,primary_pair_variant_note,Mark↔Matthew,Mark 10:17,Matt 19:16,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:16 αὐτῷ εἶπεν WH Treg NA28 ] εἶπεν αὐτῷ RP | matt_variant_notes:• Διδάσκαλε WH Treg NA28 ] + ἀγαθέ RP | matt_variant_notes:• σχῶ WH Treg NA28 ] ἔχω RP
Mark_Matthew_pair_0179,primary_pair_variant_note,Mark↔Matthew,Mark 10:18,Matt 19:17,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:17 ἐρωτᾷς περὶ τοῦ ἀγαθοῦ; εἷς ἐστιν ὁ ἀγαθός WH Treg NA28 ] λέγεις ἀγαθόν; Οὐδεὶς ἀγαθός εἰ μὴ εἷς ὁ θεός RP | matt_variant_notes:• εἰς τὴν ζωὴν εἰσελθεῖν WH Treg NA28 ] εἰσελθεῖν εἰς τὴν ζωήν RP | matt_variant_notes:• τήρησον NA28 RP ] τήρει WH Treg
Mark_Matthew_pair_0180,primary_pair_variant_note,Mark↔Matthew,Mark 10:19,Matt 19:18,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:19 φονεύσῃς Μὴ μοιχεύσῃς WH NA28 ] μοιχεύσῃς μὴ φονεύσῃς Treg RP | matt_variant_notes:18 εἶπεν Treg NA28 RP ] ἔφη WH
Mark_Matthew_pair_0181,primary_pair_variant_note,Mark↔Matthew,Mark 10:20,Matt 19:20,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:20 ἔφη WH NA28 ] ἀποκριθεὶς ἔφη Treg; ἀποκριθεὶς  εἶπεν RP | matt_variant_notes:20 Πάντα ταῦτα NA28 RP ] Ταῦτα πάντα WH Treg | matt_variant_notes:• ἐφύλαξα WH Treg NA28 ] ἐφυλαξάμην ἐκ νεότητός μου RP
Mark_Matthew_pair_0182,primary_pair_variant_note,Mark↔Matthew,Mark 10:21,Matt 19:21,,5.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:21 σε WH NA28 ] σοι Treg RP | mark_variant_notes:• τοῖς WH NA28 ] – Treg RP | mark_variant_notes:• μοι WH Treg NA28 ] + ἄρας τὸν σταυρόν RP | matt_variant_notes:21 δὸς RP ] + τοῖς WH Treg NA28 | matt_variant_notes:• οὐρανοῖς WH Treg NA28 ] οὐρανῷ RP
Mark_Matthew_pair_0183,primary_pair_variant_note,Mark↔Matthew,Mark 10:22,Matt 19:22,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:22 λόγον Treg NA28 RP ] + τοῦτον WH
Mark_Matthew_pair_0184,primary_pair_variant_note,Mark↔Matthew,Mark 10:23,Matt 19:23,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,matt_variant_notes:23 πλούσιος δυσκόλως WH Treg NA28 ] δυσκόλως πλούσιος RP
Mark_Matthew_pair_0185,primary_pair_variant_note,Mark↔Matthew,Mark 10:25,Matt 19:24,,5.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:25 τῆς τρυμαλιᾶς τῆς NA28 RP ] τρυμαλιᾶς WH Treg | mark_variant_notes:• διελθεῖν WH Treg NA28 ] εἰσελθεῖν RP | matt_variant_notes:24 τρυπήματος Treg NA28 RP ] τρήματος WH | matt_variant_notes:• εἰσελθεῖν WH Treg ] διελθεῖν NA28 RP | matt_variant_notes:• εἰς τὴν βασιλείαν τοῦ θεοῦ WH ] εἰσελθεῖν εἰς … τοῦ θεοῦ NA28; εἰς … τοῦ θεοῦ εἰσελθεῖν RP; εἰσελθεῖν εἰς τὴν βασιλείαν τῶν οὐρανῶν Treg
Mark_Matthew_pair_0186,primary_pair_variant_note,Mark↔Matthew,Mark 10:26,Matt 19:25,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:26 ἑαυτούς Treg NA28 RP ] αὐτόν WH | matt_variant_notes:25 μαθηταὶ WH Treg NA28 ] + αὐτοῦ RP
Mark_Matthew_pair_0187,primary_pair_variant_note,Mark↔Matthew,Mark 10:27,Matt 19:26,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:27 ἐμβλέψας WH Treg NA28 ] + δὲ RP | mark_variant_notes:• δυνατὰ WH Treg NA28 ] + ἐστιν RP
Mark_Matthew_pair_0188,primary_pair_variant_note,Mark↔Matthew,Mark 10:28,Matt 19:27,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:28 λέγειν ὁ Πέτρος WH NA28 ] ὁ Πέτρος λέγειν Treg RP | mark_variant_notes:• ἠκολουθήκαμέν WH Treg NA28 ] ἠκολουθήσαμέν RP
Mark_Matthew_pair_0189,primary_pair_variant_note,Mark↔Matthew,Mark 10:30,Matt 19:29,,7.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:30 μητέρας WH NA28 RP ] μητέρα Treg | matt_variant_notes:29 ὅστις WH Treg NA28 ] ὅς RP | matt_variant_notes:• οἰκίας ἢ WH NA28 RP ] – Treg | matt_variant_notes:• γυναῖκα ἢ RP ] – WH Treg NA28 | matt_variant_notes:• ἀγροὺς WH NA28 RP ] + ἢ οἰκίας Treg | matt_variant_notes:• ὀνόματός μου Treg NA28 RP ] ἐμοῦ ὀνόματος WH | matt_variant_notes:• ἑκατονταπλασίονα NA28 RP ] πολλαπλασίονα WH Treg
Mark_Matthew_pair_0190,primary_pair_variant_note,Mark↔Matthew,Mark 10:31,Matt 19:30,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:31 οἱ WH Treg NA28 ] – RP
Mark_Matthew_pair_0191,primary_pair_variant_note,Mark↔Matthew,Mark 10:32,Matt 20:17,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:32 οἱ δὲ WH Treg NA28 ] καὶ RP | matt_variant_notes:17 Καὶ ἀναβαίνων ὁ Treg NA28 RP ] Μέλλων δὲ ἀναβαίνειν WH | matt_variant_notes:• μαθητὰς WH NA28 RP ] – Treg | matt_variant_notes:• καὶ ἐν τῇ ὁδῷ WH Treg NA28 ] ἐν τῇ ὁδῷ καὶ RP; καὶ NIV
Mark_Matthew_pair_0192,primary_pair_variant_note,Mark↔Matthew,Mark 10:33,Matt 20:18,,1.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:33 τοῖς WH Treg NA28 ] – RP
Mark_Matthew_pair_0193,primary_pair_variant_note,Mark↔Matthew,Mark 10:34,Matt 20:19,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:34 ἐμπτύσουσιν αὐτῷ καὶ μαστιγώσουσιν αὐτὸν WH Treg NA28 ] μαστιγώσουσιν αὐτόν καὶ ἐμπτύσουσιν αὐτῷ RP | mark_variant_notes:• ἀποκτενοῦσιν WH NA28 ] + αὐτόν Treg RP | mark_variant_notes:• μετὰ τρεῖς ἡμέρας WH Treg NA28 ] τῇ τρίτῃ ἡμέρᾳ RP | matt_variant_notes:19 ἐγερθήσεται WH Treg NA28 ] ἀναστήσεται RP
Mark_Matthew_pair_0194,primary_pair_variant_note,Mark↔Matthew,Mark 10:35,Matt 20:20,,4.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:35 οἱ Treg NA28 RP ] + δύο WH | mark_variant_notes:• αὐτῷ WH Treg NA28 ] – RP | mark_variant_notes:• σε WH Treg NA28 ] – RP | matt_variant_notes:20 παρʼ RP ] ἀπʼ WH Treg NA28
Mark_Matthew_pair_0195,primary_pair_variant_note,Mark↔Matthew,Mark 10:37,Matt 20:21,,3.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:37 σου ἐκ δεξιῶν WH Treg NA28 ] ἐκ δεξιῶν σου RP | mark_variant_notes:• ἀριστερῶν WH Treg NA28 ] εὐωνύμων σου RP | matt_variant_notes:21 σου Treg NA28 RP ] – WH
Mark_Matthew_pair_0196,primary_pair_variant_note,Mark↔Matthew,Mark 10:38,Matt 20:22,,2.0,apparatus notes attached to aligned pair,could affect local lexical overlap or exact-run length if variant reading is adopted,requires manual/text-critical sensitivity for high-value cases,mark_variant_notes:38 ἢ WH Treg NA28 ] καὶ RP | matt_variant_notes:22 πίνειν WH Treg NA28 ] + ἢ τὸ βάπτισμα ὃ ἐγὼ βαπτίζομαι βαπτισθῆναι RP
